cell_line,agent,GR_AOC,GRmax,GR50
HME1,Rucaparib,0.12115856400000001,0.7860456309999999,1995424548
AU-565,SHP099,0.061899736,0.925269883,inf
HCC1428,SHP099,0.22893877,0.61975031,inf
SUM1315,SHP099,0.11917962,0.519431839,14.88305087
SUM149,SHP099,-0.000277986,0.8669361059999999,inf
SUM159,SHP099,0.049563147,0.820897731,inf
HME1,SHP099,0.077399395,0.607517131,16.29871682
AU-565,SY-1365,0.827629866,-0.551862916,0.000494081
HCC1428,SY-1365,0.6349494529999999,-0.8033560209999999,0.000764129
SUM1315,SY-1365,0.603642322,-0.7325509579999999,0.001506871
SUM149,SY-1365,0.673298387,-0.45777958799999996,0.00076365
SUM159,SY-1365,0.582336587,-0.070680467,0.000690252
HME1,SY-1365,0.696731963,-0.264700773,0.00053423
AU-565,THZ-P1-2,0.19584652600000002,-0.523723162,4.795205187
HCC1428,THZ-P1-2,0.19450409899999999,-0.958260039,2.925721531
SUM1315,THZ-P1-2,0.003201077,-0.298983134,7.107676174
SUM149,THZ-P1-2,0.105302908,-0.447175891,6.628474626
SUM159,THZ-P1-2,0.113261986,-0.24153582899999998,7.146036611
HME1,THZ-P1-2,0.210077391,-0.050577172000000004,3.409897919
AU-565,THZ-P1-2R,0.055829287000000005,0.730499184,25.13723674
HCC1428,THZ-P1-2R,0.028941771,0.79716018,inf
SUM1315,THZ-P1-2R,0.010540611,0.99692254,inf
SUM149,THZ-P1-2R,0.004203697,0.972934686,inf
SUM159,THZ-P1-2R,0.021170754,0.9631926,inf
HME1,THZ-P1-2R,0.022716867999999998,0.6077955110000001,10.89522261
AU-565,THZ1,0.625432922,-0.474496453,0.015879597
HCC1428,THZ1,0.700528371,-0.8645640059999999,0.011242644
SUM1315,THZ1,0.222154927,-0.682438034,0.234621023
SUM149,THZ1,0.410533775,-0.405694354,0.049293842
SUM159,THZ1,0.158651925,-0.114502729,0.36829575
HME1,THZ1,0.732950155,-0.317366548,0.004418998
AU-565,THZ531,0.414028866,-0.44436734299999997,0.052765474
HCC1428,THZ531,0.604894759,-0.7829652220000001,0.031873492
SUM1315,THZ531,0.152313209,-0.47848021,0.392810155
SUM149,THZ531,0.14733922800000002,-0.427210195,0.352866881
SUM159,THZ531,0.040129185,0.6303522220000001,1.191107113
HME1,THZ531,0.17912938,-0.196215812,0.221742949
AU-565,YKL-5-124,0.99566479,-0.474496453,6.65E-05
HCC1428,YKL-5-124,1.3157962220000001,-0.744372013,#NAME?
SUM1315,YKL-5-124,0.645749198,-0.105499751,0.017682559
SUM149,YKL-5-124,0.866698312,-0.107680205,1.04E-05
SUM159,YKL-5-124,0.8296505609999999,-0.10869045,0.000978669
HME1,YKL-5-124,0.8921077559999999,-0.137104049,2.00E-05
AU-565,ZZ1-33B,0.8645979009999999,-0.578826573,0.011143169
HCC1428,ZZ1-33B,0.9473886359999999,-0.8686861659999999,0.009013438
SUM1315,ZZ1-33B,1.16643891,-0.705175495,0.005445997
SUM149,ZZ1-33B,0.493304475,-0.413162935,0.209281672
SUM159,ZZ1-33B,0.530238416,-0.11290805300000001,0.079858616
HME1,ZZ1-33B,0.8417901990000001,-0.220222179,0.004911877
AU-565,senexin b,0.120078843,0.7469170540000001,inf
HCC1428,senexin b,0.7598921790000001,-0.039221793,#NAME?
SUM1315,senexin b,0.172335632,0.672899919,inf
SUM149,senexin b,0.128685645,0.754551702,inf
SUM159,senexin b,0.083747115,0.883910635,inf
HME1,senexin b,0.17544376,0.7486741440000001,inf
