CellLine	DrugName	PrimaryTarget	Pathway	Conc	GRvalue	IncreasedFracDead
HCC1500	Doxorubicin	Chemo	Chemotherapy	3.1623	-0.71342	0.63596
HCC1500	Paclitaxel	Chemo	Chemotherapy	0.0001	0.77067	0.023624
HCC1500	Paclitaxel	Chemo	Chemotherapy	0.00031623	1.124	0.00012391
HCC1500	Paclitaxel	Chemo	Chemotherapy	0.001	0.91753	0.030244
HCC1500	Paclitaxel	Chemo	Chemotherapy	0.0031623	0.58885	0.12096
HCC1500	Paclitaxel	Chemo	Chemotherapy	0.01	0.12075	0.24296
HCC1500	Paclitaxel	Chemo	Chemotherapy	0.031623	0.052733	0.23493
HCC1500	Paclitaxel	Chemo	Chemotherapy	0.1	0.0031401	0.19594
HCC1500	Paclitaxel	Chemo	Chemotherapy	0.31623	-0.034249	0.2075
HCC1500	Paclitaxel	Chemo	Chemotherapy	1	-0.058935	0.23293
HCC1500	Topotecan	Topo I	Chemotherapy	0.0010833	0.74071	-0.043568
HCC1500	Topotecan	Topo I	Chemotherapy	0.0033333	0.59536	-0.091122
HCC1500	Topotecan	Topo I	Chemotherapy	0.01	0.37793	-0.043505
HCC1500	Topotecan	Topo I	Chemotherapy	0.031667	-0.022816	0.020173
HCC1500	Topotecan	Topo I	Chemotherapy	0.1	-0.38792	0.2001
HCC1500	Topotecan	Topo I	Chemotherapy	0.31623	-0.64838	0.34864
HCC1500	Topotecan	Topo I	Chemotherapy	1	-0.78455	0.43474
HCC1500	Topotecan	Topo I	Chemotherapy	3.1623	-0.80111	0.44379
HCC1500	Topotecan	Topo I	Chemotherapy	10	-0.76548	0.40218
HCC1500	Etoposide	Topo II	Chemotherapy	0.0010833	0.85559	0.0164
HCC1500	Etoposide	Topo II	Chemotherapy	0.0033333	0.84188	-0.0014128
HCC1500	Etoposide	Topo II	Chemotherapy	0.01	0.98835	-0.026735
HCC1500	Etoposide	Topo II	Chemotherapy	0.031667	1.2999	-0.034215
HCC1500	Etoposide	Topo II	Chemotherapy	0.1	0.99822	-0.043931
HCC1500	Etoposide	Topo II	Chemotherapy	0.31623	0.92358	-0.072873
HCC1500	Etoposide	Topo II	Chemotherapy	1	0.59306	-0.083224
HCC1500	Etoposide	Topo II	Chemotherapy	3.1623	0.22618	-0.00743
HCC1500	Etoposide	Topo II	Chemotherapy	10	-0.076599	0.11987
HCC1500	Dasatinib	BCR/ABL	MAPK/nRTK	0.001	0.70727	0.020983
HCC1500	Dasatinib	BCR/ABL	MAPK/nRTK	0.0031623	0.53992	0.046756
HCC1500	Dasatinib	BCR/ABL	MAPK/nRTK	0.01	0.28559	0.060289
HCC1500	Dasatinib	BCR/ABL	MAPK/nRTK	0.031623	0.049753	0.093101
HCC1500	Dasatinib	BCR/ABL	MAPK/nRTK	0.1	-0.073039	0.10111
HCC1500	Dasatinib	BCR/ABL	MAPK/nRTK	0.31623	-0.14157	0.094838
HCC1500	Dasatinib	BCR/ABL	MAPK/nRTK	1	-0.17986	0.095405
HCC1500	Dasatinib	BCR/ABL	MAPK/nRTK	3.1623	-0.15942	0.11343
HCC1500	Dasatinib	BCR/ABL	MAPK/nRTK	10	-0.14831	0.1202
HCC1500	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.0001	1.1607	0.0045252
HCC1500	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.00031623	1.0154	0.012797
HCC1500	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.001	1.0156	0.0071883
HCC1500	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.0031623	0.93755	0.033738
HCC1500	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.01	0.87132	0.021249
HCC1500	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.031623	0.7284	0.043656
HCC1500	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.1	0.54334	0.062753
HCC1500	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.31623	0.43969	0.079954
HCC1500	Trametinib/GSK1120212	MEK	MAPK/nRTK	1	0.34388	0.10146
HCC1500	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.001	1.0999	0.0070854
HCC1500	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.0031623	1.0431	0.0059399
HCC1500	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.01	0.91473	0.0042194
HCC1500	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.031623	0.79202	0.01888
HCC1500	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.1	0.54154	0.043965
HCC1500	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.31623	0.48914	0.053134
HCC1500	Saracatinib/AZD0530	SRC	MAPK/nRTK	1	0.25026	0.079368
HCC1500	Saracatinib/AZD0530	SRC	MAPK/nRTK	3.1623	0.051501	0.1063
HCC1500	Saracatinib/AZD0530	SRC	MAPK/nRTK	10	-0.19664	0.187
HCC1500	ABT-737	Bcl2/XL	Misc	0.001	0.96834	0.027466
HCC1500	ABT-737	Bcl2/XL	Misc	0.0031623	0.71083	0.10497
HCC1500	ABT-737	Bcl2/XL	Misc	0.01	0.48553	0.17302
HCC1500	ABT-737	Bcl2/XL	Misc	0.031623	-0.052183	0.36158
HCC1500	ABT-737	Bcl2/XL	Misc	0.1	-0.32683	0.42559
HCC1500	ABT-737	Bcl2/XL	Misc	0.31623	-0.60544	0.5292
HCC1500	ABT-737	Bcl2/XL	Misc	1	-0.63625	0.54973
HCC1500	ABT-737	Bcl2/XL	Misc	3.1623	-0.73587	0.59392
HCC1500	ABT-737	Bcl2/XL	Misc	10	-0.70875	0.57898
HCC1500	Vorinostat	HDAC	Misc	0.001	1.2026	0.0058725
HCC1500	Vorinostat	HDAC	Misc	0.0031623	1.0522	0.011329
HCC1500	Vorinostat	HDAC	Misc	0.01	1.1044	0.0021814
HCC1500	Vorinostat	HDAC	Misc	0.031623	1.0178	0.018331
HCC1500	Vorinostat	HDAC	Misc	0.1	0.905	0.026619
HCC1500	Vorinostat	HDAC	Misc	0.31623	0.82308	0.056807
HCC1500	Vorinostat	HDAC	Misc	1	0.48434	0.097497
HCC1500	Vorinostat	HDAC	Misc	3.1623	-0.0955	0.30049
HCC1500	Vorinostat	HDAC	Misc	10	-0.596	0.5295
HCC1500	Luminespib/NVP-AUY922	HSP90	Misc	0.0001	0.99028	0.022868
HCC1500	Luminespib/NVP-AUY922	HSP90	Misc	0.00031623	1.2117	-0.0095915
HCC1500	Luminespib/NVP-AUY922	HSP90	Misc	0.001	1.2098	0.0075168
HCC1500	Luminespib/NVP-AUY922	HSP90	Misc	0.0031623	1.1371	0.019443
HCC1500	Luminespib/NVP-AUY922	HSP90	Misc	0.01	0.25218	0.15372
HCC1500	Luminespib/NVP-AUY922	HSP90	Misc	0.031623	-0.16066	0.3052
HCC1500	Luminespib/NVP-AUY922	HSP90	Misc	0.1	-0.22117	0.34328
HCC1500	Luminespib/NVP-AUY922	HSP90	Misc	0.31623	-0.18131	0.29991
HCC1500	Luminespib/NVP-AUY922	HSP90	Misc	1	-0.22434	0.36568
HCC1500	A-1210477	Mcl-1	Misc	0.001	1.1031	0.0065457
HCC1500	A-1210477	Mcl-1	Misc	0.0031623	1.109	5.4964e-05
HCC1500	A-1210477	Mcl-1	Misc	0.01	1.0508	0.012852
HCC1500	A-1210477	Mcl-1	Misc	0.031623	1.0956	0.0035306
HCC1500	A-1210477	Mcl-1	Misc	0.1	1.0336	0.00068378
HCC1500	A-1210477	Mcl-1	Misc	0.31623	1.0933	0.0070435
HCC1500	A-1210477	Mcl-1	Misc	1	1.0587	0.005164
HCC1500	A-1210477	Mcl-1	Misc	3.1623	1.0754	-0.0008282
HCC1500	A-1210477	Mcl-1	Misc	10	0.87191	0.038152
HCC1500	Olaparib/AZD2281	PARP	Misc	0.001	0.93564	-0.01212
HCC1500	Olaparib/AZD2281	PARP	Misc	0.0031623	1.0234	0.006555
HCC1500	Olaparib/AZD2281	PARP	Misc	0.01	0.96761	0.0058135
HCC1500	Olaparib/AZD2281	PARP	Misc	0.031623	1.0932	0.0023939
HCC1500	Olaparib/AZD2281	PARP	Misc	0.1	1.0191	-0.0024514
HCC1500	Olaparib/AZD2281	PARP	Misc	0.31623	0.90954	0.0067828
HCC1500	Olaparib/AZD2281	PARP	Misc	1	0.83739	0.0014752
HCC1500	Olaparib/AZD2281	PARP	Misc	3.1623	0.79984	0.026204
HCC1500	Olaparib/AZD2281	PARP	Misc	10	0.27437	0.040542
HCC1500	Bleomycin	Radiation	Misc	0.0010833	0.97168	-0.02967
HCC1500	Bleomycin	Radiation	Misc	0.0033333	1.0579	-0.0094557
HCC1500	Bleomycin	Radiation	Misc	0.01	1.0429	-0.040121
HCC1500	Bleomycin	Radiation	Misc	0.031667	1.218	-0.016061
HCC1500	Bleomycin	Radiation	Misc	0.1	0.964	-0.044521
HCC1500	Bleomycin	Radiation	Misc	0.31623	0.83617	0.0052949
HCC1500	Bleomycin	Radiation	Misc	1	0.73563	-0.030008
HCC1500	Bleomycin	Radiation	Misc	3.1623	0.41235	-0.0081967
HCC1500	Bleomycin	Radiation	Misc	10	0.17401	0.023482
HCC1500	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.001	1.1106	-0.0066838
HCC1500	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.0031623	1.0523	0.0024504
HCC1500	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.01	1.15	0.0052992
HCC1500	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.031623	1.1754	0.0057682
HCC1500	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.1	1.1906	-0.0054045
HCC1500	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.31623	0.99764	-0.0087442
HCC1500	Ipatasertib/GDC0068	AKT	PI3K/mTOR	1	0.95364	-0.004938
HCC1500	Ipatasertib/GDC0068	AKT	PI3K/mTOR	3.1623	1.0898	-0.010621
HCC1500	Ipatasertib/GDC0068	AKT	PI3K/mTOR	10	1.0801	-0.017234
HCC1500	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.001	1.0472	0.0014923
HCC1500	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.0031623	1.0882	0.0013917
HCC1500	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.01	1.1895	-0.0068266
HCC1500	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.031623	1.1258	0.0046225
HCC1500	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.1	1.1161	0.0010154
HCC1500	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.31623	0.92597	0.0049848
HCC1500	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	1	0.97063	0.011282
HCC1500	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	3.1623	0.84767	0.026464
HCC1500	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	10	0.58074	0.061718
HCC1500	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.001	1.0145	0.011251
HCC1500	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.0031623	1.1971	0.0044623
HCC1500	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.01	1.0756	0.0036104
HCC1500	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.031623	0.84282	0.014713
HCC1500	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.1	0.96777	0.0046206
HCC1500	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.31623	0.81122	0.021665
HCC1500	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	1	0.65939	0.021265
HCC1500	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	3.1623	0.38553	0.066562
HCC1500	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	10	-0.23275	0.25181
HCC1500	TGX221	PI3Kb	PI3K/mTOR	0.001	0.8281	0.014083
HCC1500	TGX221	PI3Kb	PI3K/mTOR	0.0031623	1.1584	0.0023639
HCC1500	TGX221	PI3Kb	PI3K/mTOR	0.01	0.97325	0.0071099
HCC1500	TGX221	PI3Kb	PI3K/mTOR	0.031623	1.1392	-0.0047815
HCC1500	TGX221	PI3Kb	PI3K/mTOR	0.1	0.91748	0.0083508
HCC1500	TGX221	PI3Kb	PI3K/mTOR	0.31623	1.0016	-0.0048136
HCC1500	TGX221	PI3Kb	PI3K/mTOR	1	0.88916	0.010759
HCC1500	TGX221	PI3Kb	PI3K/mTOR	3.1623	0.76497	0.0014543
HCC1500	TGX221	PI3Kb	PI3K/mTOR	10	0.50354	0.025198
HCC1500	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.0001	0.91609	0.010443
HCC1500	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.00031623	1.1899	0.0065546
HCC1500	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.001	0.66492	0.038027
HCC1500	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.0031623	0.22691	0.074944
HCC1500	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.01	-0.21927	0.22828
HCC1500	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.031623	-0.36951	0.32842
HCC1500	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.1	-0.40126	0.37126
HCC1500	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.31623	-0.4041	0.36272
HCC1500	Torin2	mTOR/ATM/ATR	PI3K/mTOR	1	-0.49667	0.39873
HCC1500	Everolimus	mTOR1	PI3K/mTOR	0.001	-0.17634	0.20595
HCC1500	Everolimus	mTOR1	PI3K/mTOR	0.0031623	-0.26523	0.22838
HCC1500	Everolimus	mTOR1	PI3K/mTOR	0.01	-0.28119	0.25609
HCC1500	Everolimus	mTOR1	PI3K/mTOR	0.031623	-0.21114	0.20834
HCC1500	Everolimus	mTOR1	PI3K/mTOR	0.1	-0.26398	0.22628
HCC1500	Everolimus	mTOR1	PI3K/mTOR	0.31623	-0.24055	0.22002
HCC1500	Everolimus	mTOR1	PI3K/mTOR	1	-0.29161	0.25784
HCC1500	Everolimus	mTOR1	PI3K/mTOR	3.1623	-0.30956	0.2345
HCC1500	Everolimus	mTOR1	PI3K/mTOR	10	-0.25832	0.25783
HCC1500	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.00031623	0.73028	0.017249
HCC1500	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.001	0.43499	0.075084
HCC1500	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.0031623	-0.097746	0.14704
HCC1500	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.01	-0.46065	0.3526
HCC1500	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.031623	-0.46678	0.3817
HCC1500	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.1	-0.44573	0.34952
HCC1500	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.31623	-0.4739	0.38006
HCC1500	INK128/MLN0128	mTORC1/2	PI3K/mTOR	1	-0.46933	0.37736
HCC1500	INK128/MLN0128	mTORC1/2	PI3K/mTOR	3.1623	-0.46581	0.36474
HCC1500	PF-4708671	p70S6K	PI3K/mTOR	0.001	1.0377	-0.0063927
HCC1500	PF-4708671	p70S6K	PI3K/mTOR	0.0031623	1.0378	0.0097808
HCC1500	PF-4708671	p70S6K	PI3K/mTOR	0.01	1.1755	0.00037796
HCC1500	PF-4708671	p70S6K	PI3K/mTOR	0.031623	0.99606	0.014178
HCC1500	PF-4708671	p70S6K	PI3K/mTOR	0.1	0.99847	0.0052501
HCC1500	PF-4708671	p70S6K	PI3K/mTOR	0.31623	0.82955	0.021028
HCC1500	PF-4708671	p70S6K	PI3K/mTOR	1	0.63842	0.015767
HCC1500	PF-4708671	p70S6K	PI3K/mTOR	3.1623	0.32579	0.053604
HCC1500	PF-4708671	p70S6K	PI3K/mTOR	10	0.049492	0.14219
HCC1500	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.001	1.1529	0.004478
HCC1500	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.0031623	0.9884	-0.0035903
HCC1500	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.01	1.1831	0.0077806
HCC1500	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.031623	0.89433	0.013698
HCC1500	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.1	0.61033	0.039827
HCC1500	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.31623	0.37526	0.069529
HCC1500	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	1	-0.053685	0.19369
HCC1500	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	3.1623	-0.39736	0.29182
HCC1500	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	10	-0.54587	0.41413
HCC1500	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.001	0.94047	0.013942
HCC1500	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.0031623	1.1138	-0.0021223
HCC1500	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.01	0.97887	0.0095273
HCC1500	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.031623	1.0049	0.0066881
HCC1500	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.1	0.81871	0.018736
HCC1500	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.31623	0.892	-0.00065311
HCC1500	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	1	0.68565	0.030845
HCC1500	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	3.1623	0.4789	0.029117
HCC1500	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	10	-0.13165	0.17551
HCC1500	Ceritinib/LDK378	ALK	RTK	0.001	1.1491	0.0077361
HCC1500	Ceritinib/LDK378	ALK	RTK	0.0031623	1.17	0.0072776
HCC1500	Ceritinib/LDK378	ALK	RTK	0.01	1.0163	0.016339
HCC1500	Ceritinib/LDK378	ALK	RTK	0.031623	1.0825	0.0001191
HCC1500	Ceritinib/LDK378	ALK	RTK	0.1	1.0175	0.013054
HCC1500	Ceritinib/LDK378	ALK	RTK	0.31623	0.77858	0.033399
HCC1500	Ceritinib/LDK378	ALK	RTK	1	0.58902	0.056936
HCC1500	Ceritinib/LDK378	ALK	RTK	3.1623	0.060098	0.20723
HCC1500	Ceritinib/LDK378	ALK	RTK	10	-0.95353	0.74314
HCC1500	Neratinib/HKI272	EGFR/HER2	RTK	0.00031623	1.0131	0.013408
HCC1500	Neratinib/HKI272	EGFR/HER2	RTK	0.001	1.2107	-0.0064453
HCC1500	Neratinib/HKI272	EGFR/HER2	RTK	0.0031623	1.043	0.01814
HCC1500	Neratinib/HKI272	EGFR/HER2	RTK	0.01	1.011	0.001123
HCC1500	Neratinib/HKI272	EGFR/HER2	RTK	0.031623	0.93809	0.028154
HCC1500	Neratinib/HKI272	EGFR/HER2	RTK	0.1	0.91946	0.021511
HCC1500	Neratinib/HKI272	EGFR/HER2	RTK	0.31623	0.78887	0.048599
HCC1500	Neratinib/HKI272	EGFR/HER2	RTK	1	0.40521	0.089489
HCC1500	Neratinib/HKI272	EGFR/HER2	RTK	3.1623	-0.2872	0.34026
HCC1500	Tivantinib/ARQ197	MET	RTK	0.001	1.2743	0.0067203
HCC1500	Tivantinib/ARQ197	MET	RTK	0.0031623	0.97367	0.014845
HCC1500	Tivantinib/ARQ197	MET	RTK	0.01	1.0961	0.0081908
HCC1500	Tivantinib/ARQ197	MET	RTK	0.031623	1.0056	0.036523
HCC1500	Tivantinib/ARQ197	MET	RTK	0.1	0.5485	0.12552
HCC1500	Tivantinib/ARQ197	MET	RTK	0.31623	0.037286	0.26139
HCC1500	Tivantinib/ARQ197	MET	RTK	1	-0.03472	0.27091
HCC1500	Tivantinib/ARQ197	MET	RTK	3.1623	-0.027121	0.23884
HCC1500	Tivantinib/ARQ197	MET	RTK	10	-0.3304	0.33768
HCC1500	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.001	0.99523	0.0062929
HCC1500	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.0031623	1.0943	-0.00030632
HCC1500	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.01	1.0574	-0.0030986
HCC1500	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.031623	1.2029	-0.0055287
HCC1500	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.1	1.1113	-0.00059811
HCC1500	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.31623	1.1	-0.0015603
HCC1500	Cediranib/AZD2171	VEGFR/cKIT	RTK	1	0.89408	0.022501
HCC1500	Cediranib/AZD2171	VEGFR/cKIT	RTK	3.1623	0.71966	0.042197
HCC1500	Cediranib/AZD2171	VEGFR/cKIT	RTK	10	-0.80838	0.60186
HCC1500	Cabozantinib	VEGFR2/MET	RTK	0.001	0.93793	0.0067269
HCC1500	Cabozantinib	VEGFR2/MET	RTK	0.0031623	1.184	-0.0039988
HCC1500	Cabozantinib	VEGFR2/MET	RTK	0.01	0.95341	0.0045921
HCC1500	Cabozantinib	VEGFR2/MET	RTK	0.031623	1.25	-0.012864
HCC1500	Cabozantinib	VEGFR2/MET	RTK	0.1	0.95496	0.0048202
HCC1500	Cabozantinib	VEGFR2/MET	RTK	0.31623	1.2683	-0.022858
HCC1500	Cabozantinib	VEGFR2/MET	RTK	1	1.1299	0.0014809
HCC1500	Cabozantinib	VEGFR2/MET	RTK	3.1623	0.85187	0.0093428
HCC1500	Cabozantinib	VEGFR2/MET	RTK	10	0.18371	0.128
HCC1937	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.001	1.022	-0.0015441
HCC1937	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.0031623	1.019	-0.0015896
HCC1937	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.01	1.0643	-0.0012439
HCC1937	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.031623	1.0681	0.0010359
HCC1937	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.1	1.0011	-0.0058842
HCC1937	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.31623	0.93673	-0.0069022
HCC1937	Abemaciclib/LY2835219	CDK4/6	Cell cycle	1	0.8027	9.0581e-05
HCC1937	Abemaciclib/LY2835219	CDK4/6	Cell cycle	3.1623	0.62857	0.0063064
HCC1937	Abemaciclib/LY2835219	CDK4/6	Cell cycle	10	0.30201	0.054653
HCC1937	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.00031623	1.0528	-0.00097485
HCC1937	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.001	1.104	-0.0036605
HCC1937	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.0031623	1.0869	0.00074432
HCC1937	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.01	1.083	0.00016399
HCC1937	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.031623	1.0569	-0.0022354
HCC1937	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.1	1.0367	-0.0017149
HCC1937	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.31623	0.9883	-0.0027946
HCC1937	Palbociclib/PD0332991	CDK4/6	Cell cycle	1	1.0823	-0.0037846
HCC1937	Palbociclib/PD0332991	CDK4/6	Cell cycle	3.1623	1.0775	-0.0014549
HCC1937	AZD7762	CHK1/2	Cell cycle	0.001	1.1626	0.0024528
HCC1937	AZD7762	CHK1/2	Cell cycle	0.0031623	1.1854	0.0085992
HCC1937	AZD7762	CHK1/2	Cell cycle	0.01	1.1907	0.019268
HCC1937	AZD7762	CHK1/2	Cell cycle	0.031623	0.99002	0.074849
HCC1937	AZD7762	CHK1/2	Cell cycle	0.1	0.52874	0.18092
HCC1937	AZD7762	CHK1/2	Cell cycle	0.31623	0.26506	0.23039
HCC1937	AZD7762	CHK1/2	Cell cycle	1	0.029171	0.2962
HCC1937	AZD7762	CHK1/2	Cell cycle	3.1623	-0.16126	0.4039
HCC1937	AZD7762	CHK1/2	Cell cycle	10	-0.36254	0.52867
HCC1937	Volasertib/BI6727	PLK	Cell cycle	0.0001	1.0447	1.1338e-05
HCC1937	Volasertib/BI6727	PLK	Cell cycle	0.00031623	1.0475	0.0054942
HCC1937	Volasertib/BI6727	PLK	Cell cycle	0.001	1.0511	0.0052387
HCC1937	Volasertib/BI6727	PLK	Cell cycle	0.0031623	0.94285	0.014925
HCC1937	Volasertib/BI6727	PLK	Cell cycle	0.01	0.54609	0.070407
HCC1937	Volasertib/BI6727	PLK	Cell cycle	0.031623	0.12879	0.16093
HCC1937	Volasertib/BI6727	PLK	Cell cycle	0.1	-0.049324	0.21573
HCC1937	Volasertib/BI6727	PLK	Cell cycle	0.31623	-0.088323	0.23691
HCC1937	Volasertib/BI6727	PLK	Cell cycle	1	-0.14801	0.29001
HCC1937	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.0001	1.0172	0.0013066
HCC1937	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.00031623	1.0388	-0.0030363
HCC1937	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.001	1.0365	0.0012409
HCC1937	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.0031623	1.1059	0.00031585
HCC1937	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.01	0.99494	0.01228
HCC1937	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.031623	0.014375	0.16173
HCC1937	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.1	-0.19707	0.18633
HCC1937	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.31623	-0.20706	0.18957
HCC1937	Dinaciclib/SCH727965	pan CDK	Cell cycle	1	-0.19314	0.18584
HCC1937	Cisplatin	Chemo	Chemotherapy	0.0010833	0.92099	0.0010657
HCC1937	Cisplatin	Chemo	Chemotherapy	0.0033333	0.97945	-0.0015304
HCC1937	Cisplatin	Chemo	Chemotherapy	0.01	0.88158	0.0013005
HCC1937	Cisplatin	Chemo	Chemotherapy	0.031667	0.9209	-0.001365
HCC1937	Cisplatin	Chemo	Chemotherapy	0.1	0.83941	0.011213
HCC1937	Cisplatin	Chemo	Chemotherapy	0.31623	0.68358	0.05322
HCC1937	Cisplatin	Chemo	Chemotherapy	1	0.40387	0.15239
HCC1937	Cisplatin	Chemo	Chemotherapy	3.1623	0.23308	0.19801
HCC1937	Cisplatin	Chemo	Chemotherapy	10	0.0059521	0.28912
HCC1937	Doxorubicin	Chemo	Chemotherapy	0.00031623	0.94121	0.0054122
HCC1937	Doxorubicin	Chemo	Chemotherapy	0.001	0.98325	0.010971
HCC1937	Doxorubicin	Chemo	Chemotherapy	0.0031623	0.89472	0.020422
HCC1937	Doxorubicin	Chemo	Chemotherapy	0.01	0.58982	0.092067
HCC1937	Doxorubicin	Chemo	Chemotherapy	0.031623	0.16679	0.26099
HCC1937	Doxorubicin	Chemo	Chemotherapy	0.1	0.16612	0.30677
HCC1937	Doxorubicin	Chemo	Chemotherapy	0.31623	0.14303	0.3007
HCC1937	Doxorubicin	Chemo	Chemotherapy	1	0.036896	0.3221
HCC1937	Doxorubicin	Chemo	Chemotherapy	3.1623	-0.16604	0.28762
HCC1937	Paclitaxel	Chemo	Chemotherapy	0.0001	0.94241	0.017465
HCC1937	Paclitaxel	Chemo	Chemotherapy	0.00031623	1.0083	0.0075791
HCC1937	Paclitaxel	Chemo	Chemotherapy	0.001	0.86697	0.026379
HCC1937	Paclitaxel	Chemo	Chemotherapy	0.0031623	0.37324	0.12959
HCC1937	Paclitaxel	Chemo	Chemotherapy	0.01	-0.0034242	0.29827
HCC1937	Paclitaxel	Chemo	Chemotherapy	0.031623	0.032062	0.3294
